CustomerID,FirstName,LastName,DateOfBirth,IncomeBracket,AccountType
538,Claire,Nash,1991-06-16,Medium,Business
539,Jamie,Smith,1986-10-21,Medium,Personal Current
540,Amber,Harvey,1930-06-09,Low,Business
541,Alexander,Hayward,1930-01-16,Medium,Personal Current
542,Robin,Davis,1956-12-14,Low,Savings
543,Brandon,Hardy,1947-08-20,Low,Personal Current
544,Arthur,Holmes,1981-09-30,Medium,Business
545,Elliott,Davies,1932-04-05,Low,Student
546,Jayne,Smith,1975-06-22,Medium,Personal Current
547,Anthony,Williams,1943-12-07,Medium,Personal Current
548,Amelia,Preston,1999-02-07,High,Personal Current
549,Mitchell,Hall,1999-07-21,Low,Personal Current
550,Jacob,Parkinson,1928-11-30,Medium,Business
551,Molly,Bryant,1945-11-25,Medium,Student
552,June,Evans,1956-07-21,Low,Joint
553,Jacqueline,Jones,1993-07-25,High,Savings
554,Mohamed,Chapman,1926-04-07,Medium,Savings
555,Antony,Johnson,1994-07-10,Medium,Personal Current
556,Claire,Vincent,1965-04-12,Medium,Personal Current
557,Lucy,Wood,1950-03-18,High,Joint
558,Emily,Patel,1974-09-22,High,Business
559,Christopher,Robinson,1927-03-29,Medium,Personal Current
560,Shane,Williams,1999-08-10,Medium,Personal Current
561,Terry,Howard,1940-01-14,Low,Student
562,Danny,Palmer,1981-05-20,Low,Business
563,Alan,Simmons,1931-08-22,Medium,Personal Current
564,Richard,Williams,1979-03-24,Low,Student
565,Henry,Shaw,2001-07-04,Medium,Business
566,Max,Coleman,1947-08-28,Low,Personal Current
567,Christian,Clarke,1986-10-03,Low,Personal Current
568,Jane,Smith,1977-07-13,Medium,Savings
569,Elaine,Edwards,1947-01-24,High,Business
570,Donna,Houghton,1941-01-07,Low,Personal Current
571,Kate,Stokes,1930-12-23,Medium,Student
572,Stephanie,Adams,1925-11-28,High,Student
573,William,Lee,1929-08-30,Low,Student
574,Jayne,Rowley,1970-02-17,High,Savings
575,Amber,O'Brien,1954-03-03,Low,Student
576,Jasmine,Reed,1934-05-24,Low,Student
577,Martyn,Thompson,1976-04-14,High,Student
578,Colin,Austin,1931-12-29,Low,Savings
579,Jade,Peters,1946-03-04,Medium,Savings
580,Gary,Graham,1944-12-28,High,Business
581,Glenn,Wilson,1947-09-17,Low,Personal Current
582,Ricky,Campbell,1950-01-21,Medium,Business
583,Harriet,Bradley,1937-06-19,High,Business
584,Jennifer,Robinson,1925-09-08,Low,Personal Current
585,Gary,Johnson,1976-11-02,High,Student
586,Shane,Allen,1953-01-10,Medium,Student
587,Margaret,Doyle,1956-02-23,Medium,Personal Current
588,Sandra,Rahman,1979-05-03,Medium,Personal Current
589,Victoria,Glover,1944-07-21,Low,Personal Current
590,Mary,Campbell,1939-10-30,High,Personal Current
591,Cheryl,Shaw,1959-09-16,High,Business
592,Sam,Jenkins,1952-10-26,Medium,Personal Current
593,Danny,Walker,1973-02-06,Medium,Business
594,Carol,Reed,1985-10-20,Medium,Savings
595,Mary,Davies,1996-08-03,Medium,Business
596,Irene,Cooper,1998-09-15,Medium,Savings
597,Jayne,Walsh,2001-07-31,Medium,Personal Current
598,Kevin,Pearson,1971-05-03,Medium,Savings
599,Judith,Gibson,1966-09-11,Medium,Personal Current
600,Lesley,Walker,1999-06-26,Medium,Student
601,Christine,Ali,2000-04-21,Low,Business
602,Alexander,King,1969-07-31,Low,Personal Current
603,Carolyn,Sharp,1954-08-18,Medium,Personal Current
604,Alexandra,Anderson,1931-08-18,Medium,Joint
605,Kieran,North,1995-11-15,Medium,Business
606,Natalie,Rowe,1946-01-04,Medium,Savings
607,Louise,Ellis,2001-08-02,Medium,Personal Current
608,Toby,Hanson,1946-05-01,Medium,Savings
609,Sarah,Chamberlain,1995-07-12,Low,Personal Current
610,Phillip,Storey,1935-10-28,Medium,Joint
611,Carolyn,West,1947-07-24,Medium,Business
612,Marion,Warren,1930-03-15,High,Joint
613,Scott,Carey,1965-10-01,Medium,Business
614,Liam,Wilkinson,1980-03-18,Low,Personal Current
615,Danielle,Ali,1935-03-10,Low,Joint
616,Carl,Goodwin,1988-07-27,Low,Business
617,Joshua,Dickinson,1996-11-26,Medium,Personal Current
618,Sally,Blake,1980-07-07,Low,Business
619,Terence,Wright,1980-03-31,Medium,Personal Current
620,Emma,Jennings,1974-06-11,Medium,Savings
621,Kelly,Burke,2002-06-05,Low,Business
622,Danny,Nelson,1951-10-13,Medium,Savings
623,Joanne,Whitehouse,1944-01-16,Low,Personal Current
624,Stewart,Brown,1984-06-01,Medium,Savings
625,Sylvia,Lawrence,1990-05-30,Low,Savings
626,Brian,Martin,2001-08-22,High,Business
627,Duncan,Allen,1933-02-11,Low,Student
628,Diane,Bradley,1957-12-26,High,Personal Current
629,Liam,Jenkins,1976-05-19,Medium,Joint
630,Lorraine,Baker,1988-03-14,High,Student
631,Joanne,Roberts,1959-05-12,Medium,Savings
632,Charles,Arnold,2006-10-26,Medium,Savings
633,Bethan,Collins,1971-01-02,Medium,Business
634,Simon,Brown,1997-05-27,Medium,Savings
635,Jodie,Jones,1928-10-02,Medium,Savings
636,Joel,Bailey,1945-07-10,Medium,Personal Current
637,Douglas,Green,1990-11-21,Medium,Personal Current
638,Brenda,Todd,1934-12-02,Low,Personal Current
639,Clive,Byrne,1933-09-25,Low,Personal Current
640,Timothy,Holmes,1998-05-16,Medium,Savings
641,Paula,Patel,1982-04-03,Medium,Joint
642,Graeme,Moore,1937-08-14,Medium,Savings
643,Carol,Kaur,1935-11-05,Medium,Business
644,Sylvia,Hodgson,1978-10-05,High,Business
645,Katherine,Hilton,1948-03-03,Low,Business
646,Kelly,Taylor,1964-07-14,Low,Savings
647,Catherine,Clarke,1975-05-16,Low,Savings
648,Elliott,Griffiths,2001-12-06,Medium,Student
649,Edward,Miller,1988-07-28,High,Personal Current
650,Charlene,Elliott,1990-07-04,Low,Personal Current
651,Francis,May,1997-03-25,Medium,Business
652,Jessica,Brown,1927-09-09,Medium,Business
653,Josephine,Armstrong,1926-03-20,Medium,Personal Current
654,Lindsey,Williams,1999-01-20,Medium,Student
655,Charles,Hammond,1980-07-09,Low,Business
656,Victor,Chapman,1994-08-17,Medium,Personal Current
657,Janice,Hooper,1939-10-07,Medium,Personal Current
658,Lynda,Anderson,1977-11-08,Low,Business
659,Tracey,James,1952-07-06,Medium,Student
660,Phillip,Fletcher,1935-09-23,Low,Personal Current
661,Mohammed,Howard,1954-11-27,Medium,Savings
662,Garry,Walters,1966-07-24,Medium,Business
663,Emily,Fraser,1989-01-14,Medium,Savings
664,Matthew,Smith,1933-10-04,Medium,Personal Current
665,Frances,Carey,1979-06-30,Low,Personal Current
666,Denis,Cunningham,1931-11-26,Medium,Student
667,Justin,Lane,1946-10-13,Low,Savings
668,Jake,Williams,1954-06-13,Low,Joint
669,Denis,Buckley,1939-10-28,High,Personal Current
670,Craig,Dunn,1949-10-27,Low,Business
671,Peter,Campbell,1968-12-11,Medium,Personal Current
672,Lorraine,Fraser,1975-05-08,Medium,Personal Current
673,Raymond,Lamb,1929-09-04,Low,Personal Current
674,Ronald,Spencer,1983-05-02,Low,Personal Current
675,Darren,Buckley,1990-11-04,Low,Savings
676,Sheila,Harris,2005-01-22,High,Savings
677,Shaun,Harris,1989-07-21,Medium,Personal Current
678,Terry,Watson,1990-10-03,Low,Savings
679,Craig,Webb,1998-09-15,Medium,Personal Current
680,Dorothy,Hopkins,1927-07-14,Medium,Joint
681,Arthur,Pollard,1926-06-15,Low,Business
682,Alex,Matthews,1946-06-25,Medium,Personal Current
683,Scott,Mann,1992-04-10,Medium,Savings
684,Gary,Green,1956-07-07,High,Personal Current
685,Caroline,Morris,1983-03-16,Low,Personal Current
686,Bruce,Read,1972-03-23,Low,Personal Current
687,Dennis,Martin,2006-03-16,Low,Joint
688,Alice,Pritchard,1997-03-21,Medium,Savings
689,Melanie,Murray,1991-04-10,Low,Personal Current
690,Ashleigh,Wong,1947-11-29,Medium,Business
691,Lindsey,Green,2002-10-22,Medium,Savings
692,Ashley,Whitehouse,1976-05-04,Medium,Business
693,Heather,Rogers,1943-09-23,Medium,Savings
694,Charles,Schofield,1951-09-18,High,Savings
695,Rosie,Wright,1983-12-12,Medium,Personal Current
696,Lindsey,Bryan,1949-05-26,Medium,Personal Current
697,Hannah,Lee,1988-03-19,Low,Business
698,Lawrence,Gibson,1952-02-07,High,Personal Current
699,Brian,Shaw,1950-12-27,Low,Business
700,Martyn,Baker,1994-01-30,Low,Savings
701,Debra,Craig,1997-07-15,Low,Personal Current
702,Rhys,Davies,2002-04-17,Medium,Personal Current
703,Jamie,Ward,1990-03-09,Low,Personal Current
704,Grace,Rowe,1983-12-11,Low,Business
705,Sian,Poole,1993-07-31,Low,Student
706,Lawrence,Barnes,1953-10-03,Low,Personal Current
707,Henry,Butler,2003-11-10,Medium,Personal Current
708,Joyce,Lewis,1965-10-04,Medium,Personal Current
709,Charles,Reid,1996-03-16,Low,Student
710,Rosie,Price,1979-04-14,Medium,Personal Current
711,Jade,Farrell,1928-05-20,Medium,Business
712,Declan,Buckley,1988-03-29,Low,Personal Current
713,Beth,Jones,1997-11-04,Low,Personal Current
714,Vincent,Cox,1991-07-23,High,Student
715,Gavin,Hill,1998-02-16,Medium,Student
716,Dean,Bennett,1932-02-26,Low,Business
717,Kimberley,Rhodes,1942-03-12,Medium,Savings
718,Katy,Burgess,1934-05-25,Low,Personal Current
719,Elliott,White,2003-08-23,Medium,Savings
720,Harriet,Wilkins,1989-01-24,Low,Personal Current
721,Mohammed,Rogers,1991-04-24,Low,Personal Current
722,Simon,King,1987-04-07,Low,Business
723,Kirsty,Thomas,1950-11-04,High,Joint
724,Benjamin,Cooper,1973-10-22,Medium,Business
725,Eleanor,Kelly,1964-02-15,Low,Student
726,Gerald,Thomas,1984-03-24,Low,Savings
727,Lee,Hughes,1927-06-11,Medium,Personal Current
728,Damian,Roberts,1964-09-11,Low,Personal Current
729,Chelsea,Booth,1975-02-09,Low,Business
730,Vincent,Evans,1980-11-07,High,Personal Current
731,Angela,Watts,2006-06-26,Low,Business
732,Declan,Fisher,1953-11-16,Medium,Joint
733,Barbara,Knight,2005-05-21,High,Personal Current
734,Stewart,Barlow,2002-12-26,Low,Savings
735,Kim,Curtis,1999-01-13,Low,Savings
736,Joan,Fisher,1984-10-23,Low,Personal Current
737,Bethan,Freeman,1990-06-23,High,Business
738,Roger,Baxter,1999-10-06,High,Savings
739,Marie,Hamilton,1977-10-11,Medium,Personal Current
740,Clifford,Martin,1960-03-02,Low,Savings
741,Natasha,Norman,1983-06-01,Medium,Business
742,Stanley,Edwards,1962-03-19,High,Personal Current
743,Andrea,Griffiths,1929-06-14,Medium,Business
744,Jennifer,Smith,1933-09-27,High,Personal Current
745,Martyn,Scott,2003-05-29,High,Joint
746,Gail,George,1955-04-03,Medium,Joint
747,Steven,Lyons,1980-10-15,Medium,Personal Current
748,Suzanne,Abbott,1958-03-15,Low,Personal Current
749,Stewart,Sutton,1925-02-06,Low,Joint
750,Sharon,Stanley,1931-05-26,Medium,Student
751,Graeme,O'Sullivan,1933-05-05,Low,Joint
752,Dawn,Bradshaw,2002-03-05,High,Personal Current
753,Janice,Thomas,1940-02-09,High,Business
754,Arthur,James,1935-06-24,Medium,Joint
755,Clifford,Woodward,1991-05-05,Low,Business
756,Jeremy,Newman,2005-03-19,Low,Personal Current
757,Jessica,Bradshaw,1945-03-29,Low,Savings
758,Raymond,Walker,1961-07-07,Medium,Savings
759,Danny,Green,1991-11-08,Medium,Personal Current
760,Sharon,Stewart,1987-07-16,High,Student
761,Joseph,Baker,1972-09-03,Medium,Personal Current
762,Arthur,Ashton,2000-01-04,High,Joint
763,Vincent,Howe,1971-05-15,High,Savings
764,Aimee,Hill,1938-04-02,Low,Personal Current
765,Kate,Miller,1978-04-25,High,Savings
766,Aaron,Davies,1971-11-09,Low,Student
767,Raymond,Phillips,1998-01-07,Low,Personal Current
768,Lynda,Johnson,1929-03-29,Medium,Business
769,Joel,Skinner,1979-10-07,Low,Business
770,Sara,Burke,1927-04-08,Medium,Savings
771,Bradley,Bates,1948-09-05,Medium,Personal Current
772,Mandy,Cox,1963-02-07,Medium,Joint
773,Damian,Burgess,2002-10-06,Low,Student
774,Rebecca,O'Connor,1989-09-02,Medium,Personal Current
775,Vanessa,Woodward,1943-09-15,Medium,Student
776,Elliott,Robinson,1939-12-21,Medium,Savings
777,Howard,Norman,1985-06-16,Medium,Savings
778,Billy,Gardner,1977-05-24,Low,Student
779,Clive,Wood,2003-08-25,Medium,Savings
780,Joseph,Ali,1968-09-18,Low,Business
781,Timothy,Steele,1957-06-10,Medium,Personal Current
782,Christopher,Smith,1940-01-23,Medium,Joint
783,Luke,Baldwin,1941-04-20,Medium,Business
784,Philip,Bradley,1934-06-26,Medium,Student
785,Helen,Moore,1946-12-15,High,Student
786,Gary,Fry,1973-03-10,High,Savings
787,Simon,Ellis,1960-05-27,High,Savings
788,Chloe,Dunn,1978-08-13,High,Business
789,Terence,Smith,2006-07-11,Low,Student
790,Clive,Richardson,1960-02-11,Low,Business
791,Dominic,Roberts,1980-01-13,Medium,Personal Current
792,Ross,Potter,1972-12-19,Low,Personal Current
793,Shirley,Jones,1959-07-04,Medium,Savings
794,Anthony,Bentley,2003-08-10,Low,Personal Current
795,Ben,Bradley,1956-03-27,Medium,Personal Current
796,Stephen,Matthews,1925-11-25,Medium,Personal Current
797,Janet,Cross,1951-03-08,Medium,Personal Current
798,Sean,Newton,1964-10-31,Medium,Personal Current
799,Clive,Robson,1963-08-05,High,Business
800,Olivia,Carter,1942-10-25,Medium,Personal Current
801,Jane,Wheeler,1973-11-12,High,Joint
802,Matthew,Cook,1935-08-26,Low,Joint
803,Graeme,Davies,1994-06-02,High,Business
804,Hollie,Walker,1937-01-21,Medium,Personal Current
805,Katy,North,1941-01-10,Low,Business
806,Tracy,Scott,1995-04-30,Low,Savings
807,Hayley,Bird,1947-05-03,Medium,Savings
808,Marcus,Swift,1974-03-11,Low,Savings
809,Nicholas,Booth,1998-03-10,Low,Business
810,Barbara,Morris,1979-08-09,Medium,Personal Current
811,Michelle,Miller,1996-09-30,Medium,Joint
812,Luke,Wilson,1946-12-15,Medium,Savings
813,Mohammad,Harrison,1953-03-28,High,Joint
814,Robert,Burgess,1953-11-15,Medium,Business
815,Thomas,Briggs,1962-06-29,Medium,Personal Current
816,Phillip,Sinclair,1952-03-24,Low,Business
817,Rosemary,Jennings,2006-01-11,Medium,Personal Current
818,Shane,Wright,1974-03-06,Low,Personal Current
819,Marian,Griffiths,1925-01-07,High,Personal Current
820,Shirley,Davies,1961-03-09,High,Personal Current
821,Stanley,Wilson,1952-05-11,Medium,Savings
822,Vincent,Harvey,1983-01-24,Low,Personal Current
823,Frances,Robinson,1955-05-07,High,Personal Current
824,Jennifer,Hussain,1955-01-19,Medium,Business
825,Lesley,Burrows,1943-04-29,Low,Business
826,Louis,Newman,2000-09-26,Low,Business
827,Rachel,Gallagher,1926-02-03,Medium,Business
828,Phillip,White,2000-07-20,Low,Joint
829,Clive,Hale,1969-10-12,High,Personal Current
830,Vanessa,Marshall,1981-08-05,Medium,Personal Current
831,Melanie,Thomas,1994-08-04,Low,Joint
832,Julie,North,1953-12-04,High,Personal Current
833,Reece,Evans,1979-12-20,Low,Savings
834,Catherine,Robson,1987-05-30,Medium,Personal Current
835,Jacqueline,Walton,1985-08-17,Low,Personal Current
836,Natalie,Watson,2004-07-11,Low,Savings
837,Tracy,Clarke,2004-06-15,Medium,Savings
838,Neil,Harrison,1928-06-19,Medium,Savings
839,Phillip,Sykes,1926-09-20,Medium,Savings
840,Nigel,Bell,1986-04-09,Medium,Personal Current
841,Lesley,Phillips,1937-02-03,Medium,Personal Current
842,Ricky,Foster,1948-03-05,Low,Business
843,Denis,Ward,1965-10-29,Low,Savings
844,Gareth,Davies,1962-03-05,High,Personal Current
845,Sylvia,Moore,1958-11-09,Medium,Business
846,Gregory,Wilson,1947-08-15,Medium,Personal Current
847,Charlie,Nicholls,1969-02-24,Low,Student
848,Rosie,Walters,1995-10-01,Low,Personal Current
849,Clifford,Evans,2003-02-02,Medium,Joint
850,Deborah,Wells,1970-04-07,High,Savings
851,Mark,Williams,1966-09-04,Medium,Personal Current
852,Leonard,North,1997-07-26,High,Business
853,Leanne,Allen,1986-09-13,Medium,Student
854,Liam,Jones,2005-05-06,Low,Personal Current
855,Judith,Pope,1940-07-26,Medium,Personal Current
856,Heather,Turner,1999-12-08,Low,Personal Current
857,Megan,Thomas,1973-08-01,Low,Personal Current
858,Dominic,Shah,1944-11-04,High,Savings
859,Hollie,Evans,1979-07-25,Medium,Business
860,Roy,Jones,1965-10-01,Medium,Savings
861,Robin,Turner,1996-02-12,Low,Personal Current
862,June,Hancock,1946-05-18,Low,Personal Current
863,Steven,Clements,1967-12-13,Low,Personal Current
864,Carl,Osborne,1994-05-24,Low,Student
865,Suzanne,Manning,1999-09-21,Medium,Joint
866,Frank,Read,1972-08-14,Low,Personal Current
867,Megan,Little,1939-07-31,Medium,Joint
868,Kerry,Campbell,1982-08-27,Low,Business
869,David,Douglas,1997-12-25,Low,Student
870,Dale,Long,1979-06-28,Low,Business
871,Wendy,White,1999-12-04,Medium,Savings
872,Keith,Mitchell,1942-05-07,Medium,Savings
873,Jayne,Lowe,1966-10-09,Medium,Savings
874,Hugh,Hawkins,2003-10-29,Medium,Student
875,Sharon,Hill,1951-08-26,Medium,Personal Current
876,Jodie,Jones,1995-10-02,Low,Personal Current
877,Sean,Cooper,1951-01-09,Low,Personal Current
878,Charles,Turner,1995-11-16,High,Savings
879,Neil,Clarke,1993-11-25,Medium,Personal Current
880,Megan,Richards,2000-01-02,Low,Business
881,Jade,Smith,1928-03-25,High,Joint
882,Liam,Simmons,1959-06-22,Medium,Student
883,Allan,Norman,1956-09-10,Low,Personal Current
884,Stacey,Parry,1946-01-04,Medium,Business
885,Martin,Parsons,1971-01-13,Medium,Business
886,Albert,Marshall,1978-05-15,Medium,Joint
887,Diana,Brown,1978-01-04,Low,Personal Current
888,Gordon,Goodwin,1950-12-28,Low,Student
889,Jennifer,Riley,1978-06-23,Medium,Personal Current
890,Lindsey,Bond,1990-10-03,Medium,Personal Current
891,Declan,Shepherd,1930-04-28,High,Joint
892,Dennis,Cooke,1952-03-12,Medium,Joint
893,Maureen,Myers,1953-09-19,Low,Savings
894,Sharon,Ward,1933-03-21,Medium,Business
895,Rita,Smith,1924-10-04,Low,Savings
896,Chelsea,Chapman,1936-08-17,Medium,Student
897,Kate,Dickinson,1956-11-13,Medium,Personal Current
898,Diane,Nicholson,1999-10-06,Low,Business
899,Robert,Nelson,1978-09-16,Medium,Personal Current
900,Sian,Cox,1928-11-30,Low,Business
901,Hannah,Morgan,1980-11-28,Low,Business
902,Glenn,Kelly,1953-12-21,Low,Personal Current
903,Maurice,Mitchell,1962-11-30,Low,Savings
904,Jasmine,Hall,1985-05-08,High,Business
905,Denise,Rogers,1987-05-18,Medium,Savings
906,Ryan,Jones,1945-11-15,Low,Business
907,Chelsea,Ingram,1924-09-09,Medium,Business
908,Fiona,Ellis,1967-05-29,Low,Student
909,Ricky,Curtis,1925-11-11,High,Personal Current
910,Harry,Wilson,1941-02-08,Medium,Business
911,Gareth,Harding,1967-03-20,Medium,Savings
912,Connor,James,1954-05-13,Low,Personal Current
913,Gareth,Cole,1932-07-07,Medium,Personal Current
914,Gary,Anderson,1943-04-26,Medium,Savings
915,Heather,Barry,1932-05-10,High,Business
916,Harriet,Finch,1976-08-12,Low,Business
917,Paige,Carroll,1987-09-23,Low,Savings
918,Robin,Akhtar,1948-07-16,High,Personal Current
919,Leonard,Adams,1947-06-25,Medium,Personal Current
920,Maureen,Davis,1974-11-27,Low,Business
921,Nicola,Nicholls,1953-11-02,Low,Personal Current
922,Amanda,Gill,2002-03-14,High,Personal Current
923,Paige,Allen,1958-10-16,Low,Personal Current
924,Sian,Smith,1971-07-10,Medium,Savings
925,Sara,Roberts,1993-06-30,Medium,Business
926,Ryan,Lewis,1995-10-07,Low,Personal Current
927,Amelia,Harrison,1942-12-14,Medium,Student
928,Danny,Herbert,1927-09-26,Low,Savings
929,Elliot,Parkinson,1969-01-06,Low,Business
930,Frank,Taylor,1989-04-20,Medium,Personal Current
931,Dylan,Lewis,1961-03-16,High,Student
932,Bruce,Ross,1971-01-26,Medium,Personal Current
933,Robin,Ali,1980-05-10,Medium,Business
934,Kerry,Power,1934-02-05,Low,Student
935,Ricky,Briggs,1952-03-14,Low,Personal Current
936,Tracey,Taylor,1935-10-24,Low,Savings
937,Janice,Murphy,1966-07-01,Low,Joint
938,Luke,Bennett,1981-03-08,Low,Personal Current
939,Alexander,Payne,1974-11-27,Low,Business
940,Frederick,North,1990-08-13,Low,Personal Current
941,Diana,Turner,2001-01-27,Low,Savings
942,Beth,Smith,1995-10-29,Medium,Student
943,Nicola,Green,1990-01-18,High,Joint
944,Jeffrey,Roberts,1962-08-21,Low,Personal Current
945,Richard,Jenkins,2004-01-09,High,Business
946,Jake,Clark,1959-05-09,High,Joint
947,Kelly,Stokes,1967-12-30,Low,Savings
948,Jacqueline,Dixon,1984-10-13,Medium,Joint
949,Natasha,Riley,1934-08-29,Medium,Joint
950,Roger,Hart,1975-06-13,Medium,Personal Current
951,June,Osborne,2003-01-11,Low,Personal Current
952,Harriet,Mellor,1988-06-19,Medium,Business
953,Louis,Chandler,1979-11-28,Low,Personal Current
954,Mitchell,Williams,1928-09-17,Medium,Joint
955,Joel,Williams,1926-03-29,Medium,Business
956,Claire,Lewis,1967-10-29,Medium,Personal Current
957,Diane,Ferguson,1976-04-26,Medium,Savings
958,Sandra,Brown,2006-09-10,Medium,Student
959,Alexander,Moore,1943-12-03,Low,Savings
960,Nicholas,Atkinson,1994-05-02,Low,Personal Current
961,Malcolm,Barnes,1936-03-21,High,Personal Current
962,Harriet,Warren,1926-03-15,Low,Savings
963,Amber,Baker,1981-02-06,Low,Business
964,Clifford,Evans,2000-10-14,Low,Joint
965,Francis,Hussain,1977-12-17,Low,Savings
966,Steven,Hart,1971-01-25,High,Personal Current
967,Lauren,Arnold,1951-12-29,Medium,Savings
968,Paula,Campbell,1980-10-20,High,Personal Current
969,Jemma,Jackson,1986-12-29,Medium,Business
970,Nigel,Foster,1973-08-31,Medium,Business
971,Hayley,Shaw,1990-11-21,Low,Joint
972,Zoe,Davis,1943-02-06,Medium,Business
973,Sheila,Hudson,1976-09-28,Low,Personal Current
974,Andrea,Clark,1967-03-20,High,Joint
975,Kim,Richards,1957-12-29,High,Personal Current
976,Caroline,Robinson,1940-01-01,Low,Business
977,Debra,Lewis,1990-08-01,High,Personal Current
978,Laura,Boyle,1967-05-26,High,Joint
979,Lawrence,Morton,1949-08-14,Medium,Business
980,Jeffrey,Arnold,1930-01-26,Low,Personal Current
981,Ashleigh,Gardiner,2003-06-27,Medium,Personal Current
982,George,Forster,1948-02-29,Medium,Joint
983,Irene,Nicholls,2003-05-31,Low,Student
984,Lynda,Richardson,1993-12-27,Low,Personal Current
985,Stephen,Bailey,1988-02-23,Medium,Personal Current
986,Graeme,Palmer,1996-01-20,Low,Personal Current
987,Wendy,Kennedy,1999-10-09,Medium,Business
988,Dylan,Turner,1946-08-10,High,Savings
989,Jenna,Turner,1997-03-15,High,Personal Current
990,Shane,Brady,1935-05-25,Low,Personal Current
991,Carolyn,Arnold,1949-07-22,High,Personal Current
992,Josephine,Moore,1991-11-30,Low,Personal Current
993,Albert,Wilson,1985-07-06,Low,Student
994,Lindsey,Harrison,1955-12-30,Medium,Personal Current
995,Jamie,Price,1939-04-30,Low,Personal Current
996,Matthew,Thomas,1973-11-18,Low,Joint
997,Maurice,Hayward,1940-05-25,Medium,Personal Current
998,Patricia,Ward,1925-03-01,Low,Savings
999,Lee,Thompson,1931-12-22,Low,Savings
1000,Bradley,Lewis,1950-04-02,Medium,Savings
